File,Unique Keywords Found,Total Matches,Text Length,Keywords Matched,Match Details
markdown/2022/s42256-022-00446-y.md,1,2,60840,openai,openai: 2
markdown/2022/s42256-022-00447-x.md,0,0,41053,,
markdown/2022/s42256-022-00448-w.md,0,0,40539,,
markdown/2022/s42256-022-00455-x.md,0,0,60174,,
markdown/2022/s42256-022-00458-8.md,2,16,67707,"gpt3, openai",gpt3: 15; openai: 1
markdown/2022/s42256-022-00459-7.md,0,0,52582,,
markdown/2022/s42256-022-00460-0.md,0,0,43385,,
markdown/2023/s42256-023-00752-z.md,0,0,57455,,
markdown/2023/s42256-023-00753-y.md,1,6,45145,openai,openai: 6
markdown/2023/s42256-023-00756-9.md,0,0,39034,,
markdown/2023/s42256-023-00757-8.md,0,0,40975,,
markdown/2023/s42256-023-00759-6.md,0,0,40436,,
markdown/2023/s42256-023-00761-y.md,0,0,40792,,
markdown/2023/s42256-023-00762-x.md,0,0,49135,,
markdown/2023/s42256-023-00763-w.md,0,0,56881,,
markdown/2023/s42256-023-00764-9.md,0,0,45593,,
markdown/2023/s42256-023-00765-8.md,8,115,50046,"gpt4, gpt35, gpt3, openai, chatgpt, gpt40314, gpt35turbo0301, gpt40613",gpt4: 11; gpt35: 4; gpt3: 2; openai: 6; chatgpt: 83; gpt40314: 1; gpt35turbo0301: 6; gpt40613: 2
markdown/2024/s42256-024-00790-1.md,0,0,27820,,
markdown/2024/s42256-024-00791-0.md,0,0,43943,,
markdown/2024/s42256-024-00792-z.md,0,0,60272,,
markdown/2024/s42256-024-00793-y.md,0,0,38120,,
markdown/2024/s42256-024-00794-x.md,0,0,41649,,
markdown/2024/s42256-024-00795-w.md,0,0,44860,,
markdown/2024/s42256-024-00798-7.md,0,0,26093,,
markdown/2024/s42256-024-00801-1.md,0,0,78974,,
markdown/2024/s42256-024-00802-0.md,0,0,51366,,
markdown/2024/s42256-024-00803-z.md,0,0,45218,,
markdown/2025/s42256-025-01025-7.md,0,0,56390,,
markdown/2025/s42256-025-01027-5.md,0,0,67571,,
markdown/2025/s42256-025-01028-4.md,0,0,52676,,
markdown/2025/s42256-025-01029-3.md,0,0,130961,,
markdown/2025/s42256-025-01030-w.md,1,1,63375,chatgpt,chatgpt: 1
markdown/2025/s42256-025-01031-9.md,1,2,47958,google,google: 2
markdown/2025/s42256-025-01032-8.md,0,0,47326,,
markdown/2025/s42256-025-01033-7.md,0,0,24227,,
markdown/2025/s42256-025-01035-5.md,0,0,50501,,
markdown/2025/s42256-025-01039-1.md,0,0,52135,,
markdown/2023/s42256-023-00708-3.md,0,0,63313,,
markdown/2023/s42256-023-00709-2.md,0,0,69922,,
markdown/2023/s42256-023-00711-8.md,0,0,63404,,
markdown/2023/s42256-023-00712-7.md,0,0,46192,,
markdown/2023/s42256-023-00714-5.md,0,0,48790,,
markdown/2023/s42256-023-00715-4.md,0,0,50943,,
markdown/2023/s42256-023-00716-3.md,0,0,45684,,
markdown/2023/s42256-023-00718-1.md,0,0,66405,,
markdown/2023/s42256-023-00719-0.md,0,0,56082,,
markdown/2023/s42256-023-00720-7.md,2,10,45989,"gpt3, google",gpt3: 7; google: 3
markdown/2023/s42256-023-00647-z.md,2,5,54174,"gpt3, google",gpt3: 1; google: 4
markdown/2023/s42256-023-00648-y.md,0,0,64215,,
markdown/2023/s42256-023-00650-4.md,0,0,43178,,
markdown/2023/s42256-023-00652-2.md,3,5,52108,"gpt4, openai, google",gpt4: 1; openai: 2; google: 2
markdown/2023/s42256-023-00654-0.md,0,0,52835,,
markdown/2023/s42256-023-00656-y.md,0,0,65999,,
markdown/2023/s42256-023-00663-z.md,0,0,57634,,
markdown/2023/s42256-023-00667-9.md,1,1,36868,google,google: 1
markdown/2023/s42256-023-00668-8.md,0,0,35514,,
markdown/2023/s42256-023-00671-z.md,1,1,58199,gemini,gemini: 1
markdown/2024/s42256-024-00839-1.md,0,0,42937,,
markdown/2024/s42256-024-00844-4.md,0,0,36113,,
markdown/2024/s42256-024-00845-3.md,0,0,55756,,
markdown/2024/s42256-024-00846-2.md,0,0,48148,,
markdown/2024/s42256-024-00848-0.md,0,0,53597,,
markdown/2024/s42256-024-00849-z.md,0,0,49337,,
markdown/2024/s42256-024-00851-5.md,1,1,69980,google,google: 1
markdown/2024/s42256-024-00853-3.md,0,0,49173,,
markdown/2024/s42256-024-00854-2.md,0,0,52075,,
markdown/2024/s42256-024-00855-1.md,1,1,57925,chatgpt,chatgpt: 1
markdown/2025/s42256-025-00988-x.md,0,0,62287,,
markdown/2025/s42256-025-00991-2.md,1,1,66934,google,google: 1
markdown/2025/s42256-025-00994-z.md,2,6,54418,"gpt4, google",gpt4: 5; google: 1
markdown/2025/s42256-025-00995-y.md,0,0,54396,,
markdown/2025/s42256-025-00997-w.md,0,0,39738,,
markdown/2025/s42256-025-00998-9.md,0,0,54580,,
markdown/2025/s42256-025-01000-2.md,1,1,48085,google,google: 1
markdown/2025/s42256-025-01001-1.md,1,1,60754,google,google: 1
markdown/2025/s42256-025-01002-0.md,0,0,48934,,
markdown/2025/s42256-025-01003-z.md,0,0,50822,,
markdown/2022/s42256-022-00518-z.md,0,0,72345,,
markdown/2022/s42256-022-00519-y.md,0,0,53185,,
markdown/2022/s42256-022-00520-5.md,0,0,71691,,
markdown/2022/s42256-022-00525-0.md,0,0,53998,,
markdown/2022/s42256-022-00526-z.md,0,0,43056,,
markdown/2022/s42256-022-00527-y.md,0,0,53942,,
markdown/2022/s42256-022-00530-3.md,1,1,47011,google,google: 1
markdown/2022/s42256-022-00531-2.md,0,0,56455,,
markdown/2022/s42256-022-00532-1.md,0,0,64982,,
markdown/2022/s42256-022-00534-z.md,0,0,69261,,
markdown/2023/s42256-023-00721-6.md,0,0,38245,,
markdown/2023/s42256-023-00722-5.md,0,0,56093,,
markdown/2023/s42256-023-00723-4.md,0,0,58359,,
markdown/2023/s42256-023-00724-3.md,0,0,59601,,
markdown/2023/s42256-023-00726-1.md,0,0,33295,,
markdown/2023/s42256-023-00728-z.md,0,0,42991,,
markdown/2023/s42256-023-00731-4.md,0,0,44474,,
markdown/2023/s42256-023-00734-1.md,0,0,57524,,
markdown/2023/s42256-023-00736-z.md,0,0,59416,,
markdown/2023/s42256-023-00737-y.md,0,0,66954,,
markdown/2024/s42256-024-00870-2.md,0,0,49762,,
markdown/2024/s42256-024-00871-1.md,0,0,26899,,
markdown/2024/s42256-024-00872-0.md,1,2,53028,gpt3,gpt3: 2
markdown/2024/s42256-024-00873-z.md,0,0,52947,,
markdown/2024/s42256-024-00874-y.md,0,0,43571,,
markdown/2024/s42256-024-00875-x.md,0,0,54617,,
markdown/2024/s42256-024-00876-w.md,0,0,52106,,
markdown/2024/s42256-024-00878-8.md,4,29,59211,"gpt4, openai, anthropic, google",gpt4: 5; openai: 21; anthropic: 1; google: 2
markdown/2024/s42256-024-00879-7.md,0,0,58393,,
markdown/2024/s42256-024-00882-y.md,0,0,55793,,
markdown/2024/s42256-024-00804-y.md,0,0,31791,,
markdown/2024/s42256-024-00807-9.md,1,1,63954,chatgpt,chatgpt: 1
markdown/2024/s42256-024-00808-8.md,0,0,52783,,
markdown/2024/s42256-024-00809-7.md,0,0,85520,,
markdown/2024/s42256-024-00810-0.md,0,0,44187,,
markdown/2024/s42256-024-00815-9.md,0,0,55043,,
markdown/2024/s42256-024-00816-8.md,0,0,65825,,
markdown/2024/s42256-024-00818-6.md,0,0,37619,,
markdown/2024/s42256-024-00821-x.md,0,0,72569,,
markdown/2024/s42256-024-00822-w.md,0,0,24347,,
markdown/2025/s42256-025-01005-x.md,5,12,42027,"gpt4, gpt35turbo, openai, gpt35turbo0125, gpt40613",gpt4: 8; gpt35turbo: 1; openai: 1; gpt35turbo0125: 1; gpt40613: 1
markdown/2025/s42256-025-01006-w.md,0,0,46553,,
markdown/2025/s42256-025-01009-7.md,0,0,45479,,
markdown/2025/s42256-025-01010-0.md,0,0,51909,,
markdown/2025/s42256-025-01011-z.md,1,7,45064,chatgpt,chatgpt: 7
markdown/2025/s42256-025-01012-y.md,0,0,46680,,
markdown/2025/s42256-025-01014-w.md,1,2,46221,gpt4,gpt4: 2
markdown/2025/s42256-025-01016-8.md,0,0,49866,,
markdown/2025/s42256-025-01018-6.md,0,0,42637,,
markdown/2025/s42256-025-01019-5.md,1,1,65513,google,google: 1
markdown/2023/s42256-022-00583-4.md,0,0,51077,,
markdown/2023/s42256-022-00584-3.md,0,0,52317,,
markdown/2023/s42256-022-00593-2.md,0,0,57174,,
markdown/2023/s42256-022-00595-0.md,0,0,61443,,
markdown/2023/s42256-022-00599-w.md,0,0,59443,,
markdown/2023/s42256-022-00604-2.md,0,0,57194,,
markdown/2023/s42256-022-00605-1.md,0,0,48156,,
markdown/2023/s42256-022-00607-z.md,0,0,40535,,
markdown/2023/s42256-023-00609-5.md,0,0,48291,,
markdown/2023/s42256-023-00610-y.md,0,0,49572,,
markdown/2023/s42256-023-00676-8.md,0,0,30255,,
markdown/2023/s42256-023-00677-7.md,0,0,54758,,
markdown/2023/s42256-023-00679-5.md,0,0,60331,,
markdown/2023/s42256-023-00680-y.md,0,0,55752,,
markdown/2023/s42256-023-00682-w.md,0,0,62529,,
markdown/2023/s42256-023-00683-9.md,0,0,43065,,
markdown/2023/s42256-023-00684-8.md,0,0,64322,,
markdown/2023/s42256-023-00685-7.md,0,0,65940,,
markdown/2023/s42256-023-00687-5.md,0,0,59575,,
markdown/2023/s42256-023-00688-4.md,0,0,26153,,
markdown/2023/s42256-023-00630-8.md,0,0,60301,,
markdown/2023/s42256-023-00632-6.md,0,0,44064,,
markdown/2023/s42256-023-00634-4.md,0,0,58802,,
markdown/2023/s42256-023-00635-3.md,0,0,62290,,
markdown/2023/s42256-023-00636-2.md,0,0,41007,,
markdown/2023/s42256-023-00638-0.md,0,0,45474,,
markdown/2023/s42256-023-00639-z.md,1,1,70901,gpt3,gpt3: 1
markdown/2023/s42256-023-00640-6.md,0,0,49586,,
markdown/2023/s42256-023-00642-4.md,0,0,42719,,
markdown/2023/s42256-023-00646-0.md,0,0,34276,,
markdown/2025/s42256-025-01085-9.md,0,0,74614,,
markdown/2025/s42256-025-01087-7.md,0,0,38734,,
markdown/2025/s42256-025-01088-6.md,2,2,49666,"gpt3, textembedding3large",gpt3: 1; textembedding3large: 1
markdown/2025/s42256-025-01089-5.md,0,0,68259,,
markdown/2025/s42256-025-01090-y.md,0,0,78252,,
markdown/2025/s42256-025-01091-x.md,0,0,25524,,
markdown/2025/s42256-025-01095-7.md,0,0,63656,,
markdown/2025/s42256-025-01096-6.md,0,0,72232,,
markdown/2025/s42256-025-01097-5.md,0,0,62140,,
markdown/2025/s42256-025-01099-3.md,0,0,79944,,
markdown/2023/s42256-023-00611-x.md,0,0,54279,,
markdown/2023/s42256-023-00612-w.md,1,1,62381,gpt3,gpt3: 1
markdown/2023/s42256-023-00616-6.md,0,0,37119,,
markdown/2023/s42256-023-00619-3.md,0,0,64155,,
markdown/2023/s42256-023-00620-w.md,0,0,54002,,
markdown/2023/s42256-023-00622-8.md,0,0,58258,,
markdown/2023/s42256-023-00625-5.md,1,1,57187,google,google: 1
markdown/2023/s42256-023-00627-3.md,0,0,45751,,
markdown/2023/s42256-023-00628-2.md,1,1,34672,google,google: 1
markdown/2023/s42256-023-00629-1.md,0,0,70023,,
markdown/2024/s42256-024-00915-6.md,0,0,80991,,
markdown/2024/s42256-024-00916-5.md,1,1,49547,gpt3,gpt3: 1
markdown/2024/s42256-024-00918-3.md,0,0,70932,,
markdown/2024/s42256-024-00919-2.md,2,2,49037,"chatgpt, gemini",chatgpt: 1; gemini: 1
markdown/2024/s42256-024-00920-9.md,1,1,66834,google,google: 1
markdown/2024/s42256-024-00923-6.md,0,0,38844,,
markdown/2024/s42256-024-00925-4.md,0,0,47768,,
markdown/2024/s42256-024-00927-2.md,0,0,44444,,
markdown/2024/s42256-024-00928-1.md,1,1,58274,google,google: 1
markdown/2024/s42256-024-00930-7.md,1,1,44263,chatgpt,chatgpt: 1
markdown/2023/s42256-023-00738-x.md,0,0,44885,,
markdown/2023/s42256-023-00739-w.md,0,0,71836,,
markdown/2023/s42256-023-00740-3.md,1,1,44832,anthropic,anthropic: 1
markdown/2023/s42256-023-00741-2.md,0,0,39388,,
markdown/2023/s42256-023-00744-z.md,0,0,54799,,
markdown/2023/s42256-023-00745-y.md,0,0,65456,,
markdown/2023/s42256-023-00746-x.md,0,0,41585,,
markdown/2023/s42256-023-00747-w.md,0,0,48170,,
markdown/2023/s42256-023-00748-9.md,1,2,58822,google,google: 2
markdown/2023/s42256-023-00751-0.md,0,0,56173,,
markdown/2025/s42256-024-00972-x.md,0,0,28185,,
markdown/2025/s42256-024-00973-w.md,0,0,59703,,
markdown/2025/s42256-024-00975-8.md,2,2,49897,"gpt4, gpt35",gpt4: 1; gpt35: 1
markdown/2025/s42256-024-00976-7.md,5,29,55447,"gpt4o, gpt4, gpt35, gpt35turboinstruct, gpt4omini",gpt4o: 11; gpt4: 1; gpt35: 15; gpt35turboinstruct: 1; gpt4omini: 1
markdown/2025/s42256-024-00978-5.md,0,0,37489,,
markdown/2025/s42256-025-00980-5.md,0,0,41477,,
markdown/2025/s42256-025-00981-4.md,1,3,85446,gpt4,gpt4: 3
markdown/2025/s42256-025-00982-3.md,1,1,45747,chatgpt,chatgpt: 1
markdown/2025/s42256-025-00983-2.md,0,0,65420,,
markdown/2025/s42256-025-00986-z.md,4,20,48019,"gpt4, gpt35, openai, gemini",gpt4: 14; gpt35: 3; openai: 1; gemini: 2
markdown/2022/s42256-022-00553-w.md,0,0,44460,,
markdown/2022/s42256-022-00555-8.md,0,0,33560,,
markdown/2022/s42256-022-00556-7.md,1,1,56294,openai,openai: 1
markdown/2022/s42256-022-00557-6.md,0,0,53908,,
markdown/2022/s42256-022-00560-x.md,0,0,53470,,
markdown/2022/s42256-022-00561-w.md,0,0,48063,,
markdown/2022/s42256-022-00563-8.md,0,0,44180,,
markdown/2022/s42256-022-00564-7.md,0,0,58777,,
markdown/2022/s42256-022-00566-5.md,0,0,65687,,
markdown/2022/s42256-022-00568-3.md,0,0,69449,,
markdown/2022/s42256-021-00425-9.md,0,0,49890,,
markdown/2022/s42256-021-00427-7.md,0,0,39101,,
markdown/2022/s42256-021-00428-6.md,0,0,85870,,
markdown/2022/s42256-021-00430-y.md,0,0,70472,,
markdown/2022/s42256-021-00431-x.md,0,0,61097,,
markdown/2022/s42256-021-00432-w.md,0,0,58564,,
markdown/2022/s42256-021-00434-8.md,0,0,54589,,
markdown/2022/s42256-021-00437-5.md,1,1,36977,google,google: 1
markdown/2022/s42256-021-00438-4.md,0,0,42814,,
markdown/2022/s42256-021-00439-3.md,0,0,60445,,
markdown/2024/s42256-024-00856-0.md,0,0,50960,,
markdown/2024/s42256-024-00857-z.md,3,4,55532,"openai, google, chatgpt",openai: 1; google: 2; chatgpt: 1
markdown/2024/s42256-024-00858-y.md,0,0,48406,,
markdown/2024/s42256-024-00860-4.md,0,0,61749,,
markdown/2024/s42256-024-00861-3.md,0,0,57886,,
markdown/2024/s42256-024-00863-1.md,0,0,64880,,
markdown/2024/s42256-024-00864-0.md,0,0,46008,,
markdown/2024/s42256-024-00866-y.md,0,0,56061,,
markdown/2024/s42256-024-00867-x.md,0,0,51584,,
markdown/2024/s42256-024-00868-w.md,0,0,67541,,
markdown/2024/s42256-024-00931-6.md,1,1,54642,google,google: 1
markdown/2024/s42256-024-00932-5.md,0,0,69853,,
markdown/2024/s42256-024-00934-3.md,2,2,51311,"openai, chatgpt",openai: 1; chatgpt: 1
markdown/2024/s42256-024-00937-0.md,0,0,47773,,
markdown/2024/s42256-024-00938-z.md,0,0,56121,,
markdown/2024/s42256-024-00939-y.md,0,0,52398,,
markdown/2024/s42256-024-00940-5.md,0,0,43658,,
markdown/2024/s42256-024-00943-2.md,0,0,51391,,
markdown/2024/s42256-024-00946-z.md,0,0,46130,,
markdown/2024/s42256-024-00950-3.md,0,0,58815,,
markdown/2022/s42256-022-00477-5.md,0,0,60669,,
markdown/2022/s42256-022-00480-w.md,0,0,66082,,
markdown/2022/s42256-022-00482-8.md,0,0,61628,,
markdown/2022/s42256-022-00483-7.md,0,0,62278,,
markdown/2022/s42256-022-00487-3.md,0,0,55613,,
markdown/2022/s42256-022-00490-8.md,0,0,71621,,
markdown/2022/s42256-022-00492-6.md,0,0,48652,,
markdown/2022/s42256-022-00493-5.md,1,2,51846,google,google: 2
markdown/2022/s42256-022-00494-4.md,0,0,44776,,
markdown/2022/s42256-022-00495-3.md,0,0,49300,,
markdown/2022/s42256-022-00536-x.md,0,0,60333,,
markdown/2022/s42256-022-00538-9.md,1,49,60123,google,google: 49
markdown/2022/s42256-022-00540-1.md,0,0,56764,,
markdown/2022/s42256-022-00541-0.md,0,0,56011,,
markdown/2022/s42256-022-00542-z.md,0,0,59610,,
markdown/2022/s42256-022-00543-y.md,0,0,61524,,
markdown/2022/s42256-022-00545-w.md,0,0,56299,,
markdown/2022/s42256-022-00547-8.md,0,0,54635,,
markdown/2022/s42256-022-00550-z.md,0,0,41449,,
markdown/2022/s42256-022-00552-x.md,0,0,52221,,
markdown/2023/s42256-023-00689-3.md,0,0,84429,,
markdown/2023/s42256-023-00691-9.md,0,0,68820,,
markdown/2023/s42256-023-00692-8.md,3,10,49475,"gpt35, openai, google",gpt35: 8; openai: 1; google: 1
markdown/2023/s42256-023-00694-6.md,0,0,50276,,
markdown/2023/s42256-023-00697-3.md,0,0,60089,,
markdown/2023/s42256-023-00700-x.md,0,0,40030,,
markdown/2023/s42256-023-00701-w.md,0,0,64957,,
markdown/2023/s42256-023-00702-9.md,0,0,59081,,
markdown/2023/s42256-023-00704-7.md,0,0,56402,,
markdown/2023/s42256-023-00707-4.md,0,0,41112,,
markdown/2022/s42256-022-00461-z.md,0,0,45289,,
markdown/2022/s42256-022-00462-y.md,1,2,69696,google,google: 2
markdown/2022/s42256-022-00464-w.md,0,0,40222,,
markdown/2022/s42256-022-00467-7.md,0,0,63626,,
markdown/2022/s42256-022-00468-6.md,0,0,68542,,
markdown/2022/s42256-022-00469-5.md,0,0,62448,,
markdown/2022/s42256-022-00470-y.md,0,0,48373,,
markdown/2022/s42256-022-00471-x.md,1,2,58839,google,google: 2
markdown/2022/s42256-022-00472-w.md,1,1,73372,gemini,gemini: 1
markdown/2022/s42256-022-00474-8.md,0,0,63031,,
markdown/2025/s42256-025-01040-8.md,0,0,63436,,
markdown/2025/s42256-025-01042-6.md,0,0,62382,,
markdown/2025/s42256-025-01044-4.md,0,0,64112,,
markdown/2025/s42256-025-01045-3.md,0,0,51655,,
markdown/2025/s42256-025-01046-2.md,0,0,73321,,
markdown/2025/s42256-025-01047-1.md,2,3,62537,"gpt4, chatgpt",gpt4: 2; chatgpt: 1
markdown/2025/s42256-025-01048-0.md,0,0,52398,,
markdown/2025/s42256-025-01049-z.md,7,20,63225,"gpt4, gpt35turbo, openai, google, chatgpt, gemini, gpt40314",gpt4: 6; gpt35turbo: 2; openai: 1; google: 1; chatgpt: 1; gemini: 8; gpt40314: 1
markdown/2025/s42256-025-01052-4.md,0,0,112571,,
markdown/2025/s42256-025-01053-3.md,0,0,39485,,
markdown/2025/s42256-025-01140-5.md,0,0,41871,,
markdown/2025/s42256-025-01141-4.md,0,0,42924,,
markdown/2025/s42256-025-01142-3.md,0,0,63533,,
markdown/2025/s42256-025-01147-y.md,0,0,60573,,
markdown/2025/s42256-025-01148-x.md,2,2,60765,"gpt4, chatgpt",gpt4: 1; chatgpt: 1
markdown/2025/s42256-025-01149-w.md,0,0,75055,,
markdown/2025/s42256-025-01150-3.md,1,2,82372,google,google: 2
markdown/2025/s42256-025-01151-2.md,0,0,48142,,
markdown/2025/s42256-025-01154-z.md,0,0,60472,,
markdown/2025/s42256-025-01156-x.md,0,0,80151,,
markdown/2023/s42256-023-00767-6.md,0,0,45507,,
markdown/2024/s42256-023-00772-9.md,0,0,36283,,
markdown/2024/s42256-023-00773-8.md,0,0,80628,,
markdown/2024/s42256-023-00775-6.md,0,0,57372,,
markdown/2024/s42256-023-00776-5.md,1,2,63641,chatgpt,chatgpt: 2
markdown/2024/s42256-023-00778-3.md,0,0,116023,,
markdown/2024/s42256-023-00779-2.md,1,1,45149,openai,openai: 1
markdown/2024/s42256-023-00780-9.md,1,1,50052,google,google: 1
markdown/2024/s42256-023-00787-2.md,0,0,65271,,
markdown/2024/s42256-023-00788-1.md,4,63,40355,"gpt4, gpt3, openai, google",gpt4: 1; gpt3: 55; openai: 6; google: 1
markdown/2025/s42256-025-01070-2.md,0,0,52511,,
markdown/2025/s42256-025-01072-0.md,1,2,65542,google,google: 2
markdown/2025/s42256-025-01073-z.md,0,0,68715,,
markdown/2025/s42256-025-01074-y.md,0,0,72360,,
markdown/2025/s42256-025-01076-w.md,0,0,65817,,
markdown/2025/s42256-025-01077-9.md,0,0,63002,,
markdown/2025/s42256-025-01078-8.md,1,1,64686,gpt3,gpt3: 1
markdown/2025/s42256-025-01082-y.md,0,0,76126,,
markdown/2025/s42256-025-01083-x.md,0,0,37943,,
markdown/2025/s42256-025-01084-w.md,0,0,74069,,
markdown/2024/s42256-024-00900-z.md,0,0,47086,,
markdown/2024/s42256-024-00901-y.md,0,0,64108,,
markdown/2024/s42256-024-00902-x.md,1,2,85554,gpt3,gpt3: 2
markdown/2024/s42256-024-00903-w.md,2,4,92168,"openai, google",openai: 2; google: 2
markdown/2024/s42256-024-00904-9.md,0,0,53878,,
markdown/2024/s42256-024-00906-7.md,0,0,77804,,
markdown/2024/s42256-024-00908-5.md,0,0,46928,,
markdown/2024/s42256-024-00909-4.md,0,0,55186,,
markdown/2024/s42256-024-00910-x.md,0,0,37044,,
markdown/2024/s42256-024-00914-7.md,0,0,73920,,
markdown/2025/s42256-025-01054-2.md,0,0,68109,,
markdown/2025/s42256-025-01055-1.md,0,0,61039,,
markdown/2025/s42256-025-01059-x.md,0,0,68560,,
markdown/2025/s42256-025-01062-2.md,0,0,47031,,
markdown/2025/s42256-025-01063-1.md,0,0,48439,,
markdown/2025/s42256-025-01064-0.md,3,31,62960,"gpt4, gpt35, chatgpt",gpt4: 4; gpt35: 25; chatgpt: 2
markdown/2025/s42256-025-01065-z.md,0,0,50502,,
markdown/2025/s42256-025-01066-y.md,5,20,67944,"gpt4o, gpt4, gpt35, gpt3, chatgpt",gpt4o: 1; gpt4: 16; gpt35: 1; gpt3: 1; chatgpt: 1
markdown/2025/s42256-025-01067-x.md,2,2,64176,"gpt4o, chatgpt",gpt4o: 1; chatgpt: 1
markdown/2025/s42256-025-01069-9.md,0,0,88640,,
markdown/2024/s42256-024-00883-x.md,0,0,64882,,
markdown/2024/s42256-024-00886-8.md,0,0,97799,,
markdown/2024/s42256-024-00887-7.md,0,0,85419,,
markdown/2024/s42256-024-00888-6.md,0,0,52617,,
markdown/2024/s42256-024-00889-5.md,0,0,80871,,
markdown/2024/s42256-024-00892-w.md,0,0,69356,,
markdown/2024/s42256-024-00893-9.md,0,0,61791,,
markdown/2024/s42256-024-00894-8.md,0,0,54094,,
markdown/2024/s42256-024-00898-4.md,0,0,66424,,
markdown/2024/s42256-024-00899-3.md,3,36,53414,"gpt4, gpt35, chatgpt",gpt4: 6; gpt35: 6; chatgpt: 24
markdown/2025/s42256-025-01120-9.md,0,0,72650,,
markdown/2025/s42256-025-01122-7.md,0,0,56772,,
markdown/2025/s42256-025-01124-5.md,0,0,68071,,
markdown/2025/s42256-025-01125-4.md,0,0,58987,,
markdown/2025/s42256-025-01126-3.md,0,0,78958,,
markdown/2025/s42256-025-01130-7.md,0,0,84607,,
markdown/2025/s42256-025-01131-6.md,0,0,58582,,
markdown/2025/s42256-025-01135-2.md,1,1,69129,openai,openai: 1
markdown/2025/s42256-025-01136-1.md,0,0,49055,,
markdown/2025/s42256-025-01137-0.md,6,17,54433,"gpt4o, gpt35, gpt3, gemini15flash, chatgpt, gpt4omini",gpt4o: 1; gpt35: 3; gpt3: 3; gemini15flash: 1; chatgpt: 8; gpt4omini: 1
markdown/2025/s42256-025-01100-z.md,0,0,98611,,
markdown/2025/s42256-025-01103-w.md,0,0,68013,,
markdown/2025/s42256-025-01104-9.md,0,0,89376,,
markdown/2025/s42256-025-01105-8.md,0,0,57394,,
markdown/2025/s42256-025-01107-6.md,0,0,52606,,
markdown/2025/s42256-025-01111-w.md,0,0,84211,,
markdown/2025/s42256-025-01112-9.md,0,0,64582,,
